Product,ActionSet,Action,Action_Describe,Action_Link
SAS Visual Statistics,ds2,runModel,Prepares and executes a DS2 program passed as an entry in a model table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-ds2-runmodel.htm&locale=en
SAS Visual Statistics,deduplication,deduplicate,Eliminates rows that have duplicate or unique group-by variable values,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-deduplication-deduplicate.htm&locale=en
SAS Visual Statistics,espCluster,listservers,Lists ESP server information,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-espcluster-listservers.htm&locale=en
SAS Visual Statistics,espCluster,startservers,Starts a cluster of ESP servers,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-espcluster-startservers.htm&locale=en
SAS Visual Statistics,fcmpact,addRoutines,Adds the FCMP routines and stores them in a table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-fcmpact-addroutines.htm&locale=en
SAS Visual Statistics,fcmpact,loadFcmpLibs,Loads FCMP tables in the session CMP library,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-fcmpact-loadfcmplibs.htm&locale=en
SAS Visual Statistics,fcmpact,loadFcmpTable,Loads a single FCMP table into memory,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-fcmpact-loadfcmptable.htm&locale=en
SAS Visual Statistics,fcmpact,runProgram,Defines the routine to be run,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-fcmpact-runprogram.htm&locale=en
SAS Visual Statistics,fedSql,execDirect,Submits a SAS FedSQL language statement for immediate execution,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-fedsql-execdirect.htm&locale=en
SAS Visual Statistics,freqTab,freqTab,Constructs the frequency and crosstabulation tables,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-freqtab-freqtab.htm&locale=en
SAS Visual Statistics,gam,gamScore,Creates a table on the server that contains results from scoring observations by using a fitted model.,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-gam-gamscore.htm&locale=en
SAS Visual Statistics,gam,gamSelect,Performs generalized additive model building,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-gam-gamselect.htm&locale=en
SAS Visual Statistics,gam,gampl,Fits generalized additive models by penalized likelihood,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-gam-gampl.htm&locale=en
SAS Visual Statistics,hyperGroup,hypergroup,"Find hypergroups, graph layouts, colors, communities, centralities, and create structural and nBody graphs. Find shortest paths.",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-hypergroup-hypergroup.htm&locale=en
SAS Visual Statistics,hyperGroup,thePlotThickens,Determine which points to display in plots when the data has a great many points.,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-hypergroup-theplotthickens.htm&locale=en
SAS Visual Statistics,ica,fastIca,Computes independent components by using the fastICA method,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-ica-fastica.htm&locale=en
SAS Visual Statistics,mixed,mixed,Fits linear mixed models,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-mixed-mixed.htm&locale=en
SAS Visual Statistics,modelPublishing,copyModelExternal,Copies a model from a CAS table to an external database,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-modelpublishing-copymodelexternal.htm&locale=en
SAS Visual Statistics,modelPublishing,deleteModel,Deletes a model from a model table in CAS,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-modelpublishing-deletemodel.htm&locale=en
SAS Visual Statistics,modelPublishing,deleteModelExternal,Deletes a model from an external database,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-modelpublishing-deletemodelexternal.htm&locale=en
SAS Visual Statistics,modelPublishing,publishModel,Publishes a model to a model table in CAS,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-modelpublishing-publishmodel.htm&locale=en
SAS Visual Statistics,modelPublishing,publishModelExternal,Publishes a model to an external database,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-modelpublishing-publishmodelexternal.htm&locale=en
SAS Visual Statistics,modelPublishing,runModelExternal,Invokes the SAS Embedded Process (EP) to run a model in an external database,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-modelpublishing-runmodelexternal.htm&locale=en
SAS Visual Statistics,modelPublishing,runModelLocal,Prepares and executes a model program locally on the CAS server,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-modelpublishing-runmodellocal.htm&locale=en
SAS Visual Statistics,mbc,mbcFit,Performs model-based clustering using the EM algorithm,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-mbc-mbcfit.htm&locale=en
SAS Visual Statistics,mbc,mbcScore,Produces clustering weights using a previously stored model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-mbc-mbcscore.htm&locale=en
SAS Visual Statistics,nonlinear,nlmod,Fits nonlinear regression models using either nonlinear least squares or maximum likelihood,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-nonlinear-nlmod.htm&locale=en
SAS Visual Statistics,pls,pls,"Fits models by using any one of a number of linear predictive methods, including partial least squares",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-pls-pls.htm&locale=en
SAS Visual Statistics,percentile,assess,Assess and compare models,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-percentile-assess.htm&locale=en
SAS Visual Statistics,percentile,boxPlot,"Calculate quantiles, high and low whiskers, and outliers",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-percentile-boxplot.htm&locale=en
SAS Visual Statistics,percentile,percentile,Calculate quantiles and percentiles,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-percentile-percentile.htm&locale=en
SAS Visual Statistics,pca,eig,Extracts principal components by using the eigenvalue decomposition method,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-pca-eig.htm&locale=en
SAS Visual Statistics,pca,itergs,Extracts principal components by using the iterative method based on Gram-Schmidt orthogonalization (ITERGS),http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-pca-itergs.htm&locale=en
SAS Visual Statistics,pca,nipals,Extracts principal components by using the nonlinear iterative partial least squares (NIPALS) method,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-pca-nipals.htm&locale=en
SAS Visual Statistics,pca,randompca,Extracts principal components by using the random projection matrix sketching method,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-pca-randompca.htm&locale=en
SAS Visual Statistics,phreg,cox,Fit Cox regression model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-phreg-cox.htm&locale=en
SAS Visual Statistics,quantreg,quantreg,Fits quantile regression models,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-quantreg-quantreg.htm&locale=en
SAS Visual Statistics,recommend,recomAls,Trains an alternating least squares matrix factorization model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomals.htm&locale=en
SAS Visual Statistics,recommend,recomCreate,Creates a recommender system,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomcreate.htm&locale=en
SAS Visual Statistics,recommend,recomKnnScore,Makes recommendations with a KNN model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomknnscore.htm&locale=en
SAS Visual Statistics,recommend,recomKnnTrain,Trains a KNN model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomknntrain.htm&locale=en
SAS Visual Statistics,recommend,recomMfScore,Makes recommendations with a matrix factorization model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recommfscore.htm&locale=en
SAS Visual Statistics,recommend,recomRateinfo,Summarizes rating information,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomrateinfo.htm&locale=en
SAS Visual Statistics,recommend,recomSample,Creates a sample of users or items,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomsample.htm&locale=en
SAS Visual Statistics,recommend,recomSearchIndex,Builds a search index from item information,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomsearchindex.htm&locale=en
SAS Visual Statistics,recommend,recomSearchQuery,Queries a search index,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomsearchquery.htm&locale=en
SAS Visual Statistics,recommend,recomSim,Computes similarity for users or items,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomsim.htm&locale=en
SAS Visual Statistics,regression,genmod,Fits generalized linear regression models,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-genmod.htm&locale=en
SAS Visual Statistics,regression,genmodScore,creates a table on the server that contains results from scoring observations by using a fitted model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-genmodscore.htm&locale=en
SAS Visual Statistics,regression,glm,Fits linear regression models using the method of least squares,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-glm.htm&locale=en
SAS Visual Statistics,regression,glmScore,creates a table on the server that contains results from scoring observations by using a fitted model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-glmscore.htm&locale=en
SAS Visual Statistics,regression,logistic,Fits logistic regression models,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-logistic.htm&locale=en
SAS Visual Statistics,regression,logisticAssociation,computes indices of rank correlation between predicted probabilities and observed responses used for assessing the predictive ability of a model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-logisticassociation.htm&locale=en
SAS Visual Statistics,regression,logisticCode,writes SAS DATA step code for computing predicted values of the fitted model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-logisticcode.htm&locale=en
SAS Visual Statistics,regression,logisticLackfit,computes the Hosmer-Lemeshow test,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-logisticlackfit.htm&locale=en
SAS Visual Statistics,regression,logisticOddsRatio,creates a table that compares subpopulations by using odds ratios.,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-logisticoddsratio.htm&locale=en
SAS Visual Statistics,regression,logisticScore,creates a table on the server that contains results from scoring observations by using a fitted model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-logisticscore.htm&locale=en
SAS Visual Statistics,regression,logisticType3,computes Type 3 or Joint tests that all parameters for an effect are zero,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-logistictype3.htm&locale=en
SAS Visual Statistics,regression,modelMatrix,creates a table on the server that contains the design matrix associated with a given model statement.,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-modelmatrix.htm&locale=en
SAS Visual Statistics,sampling,kfold,K-fold partitioning.,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-sampling-kfold.htm&locale=en
SAS Visual Statistics,sampling,oversample,Samples a user-specified proportion of data from the event level and adjusts the ratio between rare events and non-rare events to a user-specified ratio,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-sampling-oversample.htm&locale=en
SAS Visual Statistics,sampling,srs,Samples a proportion of data from the input table or partitions the data into no more than three portions,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-sampling-srs.htm&locale=en
SAS Visual Statistics,sampling,stratified,Samples a proportion of data or partitions the data into no more than three portions within each stratum,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-sampling-stratified.htm&locale=en
SAS Visual Statistics,sparkEmbeddedProcess,startSparkEP,Starts the SAS Embedded Process for Spark continuous session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-sparkembeddedprocess-startsparkep.htm&locale=en
SAS Visual Statistics,sparkEmbeddedProcess,stopSparkEP,Stops the SAS Embedded Process for Spark continuous session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-sparkembeddedprocess-stopsparkep.htm&locale=en
SAS Visual Statistics,search,appendIndex,Loads data to an index after the buildIndex action is performed,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-search-appendindex.htm&locale=en
SAS Visual Statistics,search,buildIndex,Creates an empty index using a schema (the first step of Search),http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-search-buildindex.htm&locale=en
SAS Visual Statistics,search,deleteDocuments,Deletes a portion of documents from an index,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-search-deletedocuments.htm&locale=en
SAS Visual Statistics,search,getSchema,Gets the schema of an index,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-search-getschema.htm&locale=en
SAS Visual Statistics,search,searchAggregate,Aggregates certain fields in a table that is usually generated by searchIndex,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-search-searchaggregate.htm&locale=en
SAS Visual Statistics,search,searchIndex,"Searches for a query against an index and retrieves records, documents, and tuples that are relevant to that query",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-search-searchindex.htm&locale=en
